"","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"7876","Đường Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ","4","4",44,11,4,116.67
"7877","Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ","5","3",30,10,3,116.67
"7878","Đường Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ","3","3",72,18,4,48.57
"7879","Đường Phú Lương, Phường Phú Lãm, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lãm","Nhà ngõ, hẻm","Đã có sổ","4","3",34.2,9,3.8,61.76
"7881","Đường Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ","5","3",30,10,3,117.14
"7883","Đường Thúy Lĩnh, Phường Trần Phú, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Trần Phú","Nhà ngõ, hẻm","Đã có sổ","4","4",44,11,4,50
"7884","Đường Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Phương Mai","Nhà ngõ, hẻm","Đã có sổ","2","3",21,7,3,76.92
"7885","Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","5","4",44.4,12,3.7,88.37
"7886","Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ","5","3",38,9.5,4,81.58
"7887","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ","5","3",324,9,36,78.79
"7888","Ngõ 79, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ","5","3",30,10,3,93.55
"7889","39, Đường Nguyễn Sơn, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà ngõ, hẻm","Đã có sổ","3","3",42,7,6,87.5
"7890","Đường Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bách Khoa","Nhà ngõ, hẻm","Đã có sổ","4","2",11.84,3.2,3.7,100
"7891","1, Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Cầu Dền","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",44,11,4,126.67
"7892","Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","4","4",36,9,4,64.57
"7893","Đường Lý Nam Đế, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Cửa Đông","Nhà ngõ, hẻm","Đã có sổ","3","4",36,9,4,229.73
"7894","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà ngõ, hẻm","Đã có sổ","1","2",35,5,7,61.03
"7895","Đường Nguyễn Đức Cảnh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","5","3",36,4,9,75.68
"7896","Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ","5","6",44.65,9.5,4.7,98.89
"7897","Đường Xuân La||775, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ","5","3",36,9,4,100
"7898","Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,65.71
"7899","Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,70.31
"7900","Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Đã có sổ","5","4",45,9,5,100
"7901","Đường Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ","4","5",55,11,5,221.82
"7902","Tổ 15 Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ","3","3",40,10,4,31.58
"7904","Khu đô thị Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà phố liền kề","Đã có sổ","7","6",56,14,4,126
"7905","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ","5","3",36,12,3,82.89
"7906","Đường Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ","4","4",36,6,6,65.79
"7907","Đường Nguyễn Chính, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Thịnh Liệt","Nhà ngõ, hẻm","Đã có sổ","4","2",35,10,3.5,76.57
"7908","Đường Hà Trì 2, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ","5","3",30,10,3,57.5
"7909","Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Phú Diễn","Nhà mặt phố, mặt tiền","Đã có sổ","6","6",455,13,35,137.5
"7910","Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ","4","3",40,10,4,97.56
"7911","Đường Nguyễn Lương Bằng, Phường Hàng Bột, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Hàng Bột","Nhà ngõ, hẻm","Đã có sổ","4","2",18,6,3,99
"7912","2x, Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Dương Nội","Nhà phố liền kề","Đã có sổ","4","5",80,16,5,106.1
"7913","Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",32,8,4,105.33
"7914","Đường Lê Trọng Tấn, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà ngõ, hẻm","Đã có sổ","5","5",32,8,4,118.75
"7915","Đường Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Nam Đồng","Nhà ngõ, hẻm","Đã có sổ","4","2",18,6,3,90.48
"7917","133, Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ","4","3",35,7,5,84.21
"7918","Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà phố liền kề","Đã có sổ","5","6",45,15,3,120.54
"7919","123, Đường Nguyễn Khắc Nhu, Phường Quán Thánh, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Quán Thánh","Nhà mặt phố, mặt tiền","Đã có sổ","2","2",36,12,3,212.5
"7920","Đường Kim Giang, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Nam","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",39,13,3,69.32
"7921","Đường Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","4","3",60,15,4,130.51
"7922","Đường Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",25,5,5,116
"7923","22 b ngõ 46, Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","4","2",9,3,3,144.44
"7924","175, Đường Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",55,11,5,136.36
"7925","Đường Trần Cung, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ","5","4",30,10,3,81.94
"7926","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà ngõ, hẻm","Đã có sổ","5","6",44,11,4,122.22
"7927","Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",36,9,4,94.12
"7928","90, Đường Nguyễn Chí Thanh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,73.53
"7929","Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ","3","3",20,5,4,85
"7930","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","4","4",52,13,4,85.45
"7931","Đường Mạc Thái Tổ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà phố liền kề","Đã có sổ","5","4",120,20,6,225
"7932","Đường Thái Hà, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Thịnh Quang","Nhà mặt phố, mặt tiền","Đã có sổ","4","6",55,11,5,129.09
"7933","Đường Nghĩa Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ","4","4",33.95,9.7,3.5,55.94
"7934","Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","7","10+",50,10,5,84
"7935","Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,70
"7936","Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ","4","5",40,10,4,71.43
"7937","Đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ","4","4",33,11,3,95.45
"7938","12, Ngõ 24, phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ","2","3",360,8,45,87.5
"7939","Đường Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",85,17,5,593.02
"7940","Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ","3","3",52.8,12,4.4,8
"7941","Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",72,12,6,253.42
"7942","cự khối, Phường Cự Khối, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Cự Khối","Nhà phố liền kề","Đã có sổ","4","4",52,13,4,71.7
"7943","Đường Đội Cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà ngõ, hẻm","Đã có sổ","4","2",26.95,7.7,3.5,117.04
"7944","Đường Xã Đàn, Phường Trung Phụng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Phụng","Nhà ngõ, hẻm","Đã có sổ","3","2",24,6,4,81.3
"7945","Đường Lãng Yên, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Đằng","Nhà biệt thự","Đã có sổ","5","6",54,18,3,130.77
"7946","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ","5","3",35,10,3.5,75.71
"7947","Đường Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Tự","Nhà ngõ, hẻm","Đã có sổ","4","3",27,9,3,93.55
"7948","Đường Lạc Trung, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ","4","2",30,10,3,85.71
"7949","Đường Toàn Thắng||449, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khâm Thiên","Nhà ngõ, hẻm","Đã có sổ","4","3",16,8,2,87.5
"7950","Đường An Hòa, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",104,13,8,65
"7951","Đường Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Tây Mỗ","Nhà ngõ, hẻm","Đã có sổ","4","5",30,10,3,63.16
"7952","Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà ngõ, hẻm","Đã có sổ","6","10+",68,17,4,106.67
"7953","Đường Tây Trà, Phường Trần Phú, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Trần Phú","Nhà ngõ, hẻm","Đã có sổ","5","4",30,6,5,69.35
"7954","Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Tứ Liên","Nhà ngõ, hẻm","Đã có sổ","5","6",44,11,4,86.96
"7955","Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà ngõ, hẻm","Đã có sổ","5","3",56,14,4,83.64
"7956","Đường Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","4","4",80,20,4,82.5
"7957","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà ngõ, hẻm","Đã có sổ","4","5",46,11.5,4,76.09
"7958","Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",51,17,3,162
"7959","Đường Kim Mã, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","3","2",25,5,5,107.41
"7961","Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà mặt phố, mặt tiền","Đã có sổ","7","4",48,12,4,161.67
"7962","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","4","3",280,8,35,80.36
"7963","149, Trung kiên, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Tây Tựu","Nhà ngõ, hẻm","Đã có sổ","3","4",154,14,11,33.77
"7964","Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",48,12,4,138
"7966","Ngọc Thụy, Long Biên, Hà Nội, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ","5","5",48.15,10.7,4.5,116.67
"7967","Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","5","6",32,8,4,112.5
"7968","Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",60,10,6,75
"7969","Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Dương Nội","Nhà biệt thự","Đã có sổ","4","4",105,15,7,139.78
"7970","Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Yên Sở","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",120,12,10,95.83
"7971","11, Ngõ 139 Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","4","3",18,9,2,90.74
"7972","Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",68,17,4,105.71
"7973","0812626555, Đường Đê Trần Khát Chân, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Đằng","Nhà mặt phố, mặt tiền","Đã có sổ","5","2",16,4,4,137.5
"7974","Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ","4","4",36,12,3,75.61
"7975","Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Hạ Đình","Nhà mặt phố, mặt tiền","Đã có sổ","9","9",117,13,9,410.83
"7976","Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà mặt phố, mặt tiền","Đã có sổ","5","5",50,10,5,100
"7977","Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đã có sổ","4","3",36,9,4,80
"7978","Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ","4","4",42.9,13,3.3,74.5
"7979","Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà phố liền kề","Đã có sổ","5","4",90,18,5,111.11
"7980","2, Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",40,10,4,94.5
"7981","Đường Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng Hậu","Nhà biệt thự","Đã có sổ","5","4",40,10,4,187.5
"7982","Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","4","4",39,13,3,86.25
"7983","117, Đường Nguyễn Sơn, Phường Gia Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Gia Thụy","Nhà ngõ, hẻm","Đã có sổ","4","4",75,15,5,61.11
"7984","Đường Mễ Trì Thượng, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phú Đô","Nhà ngõ, hẻm","Đã có sổ","5","6",44,11,4,93.18
"7985","Đường Trần Khát Chân, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Phố Huế","Nhà ngõ, hẻm","Giấy tờ khác","6","4",20,5,4,85
"7986","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","5","5",40,10,4,71.25
"7987","Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ","4","3",30,6,5,78.57
"7988","Đường Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","4","6",71.76,13.8,5.2,80.56
"7989","Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ","4","3",40,10,4,70
"7990","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","6","10+",72,18,4,92.14
"7991","ĐỘI CẤN, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","5","6",63,9,7,95.38
"7992","Đường Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","4","4",45.6,12,3.8,139.53
"7993","Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khâm Thiên","Nhà ngõ, hẻm","Đã có sổ","5","3",27,9,3,77.14
"7994","Đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Yên Phụ","Nhà mặt phố, mặt tiền","Đã có sổ","5","5",80,16,5,283.13
"7995","Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",200,25,8,135
"7996","Đường Nguyễn Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ","5","4",60,12,5,75
"7997","Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Tứ Liên","Nhà ngõ, hẻm","Đã có sổ","4","4",68,17,4,59.7
"7998","Đường Thiên Hiền, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",60,12,5,95
"7999","Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà ngõ, hẻm","Đã có sổ","5","3",27,9,3,85.19
"8000","Đường Doãn Kế Thiện, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng Hậu","Nhà ngõ, hẻm","Đã có sổ","5","5",72,12,6,115.38
"8001","Đường Lê Thanh Nghị, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Cầu Dền","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",36,9,4,118.42
"8002","Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","4","3",30,10,3,100
"8003","ngõ 180, Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","5","5",34,10,3.4,102.63
"8004","Đường Nguyễn Cao, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đống Mác","Nhà ngõ, hẻm","Đã có sổ","4","2",30,6,5,166.67
"8005","Đường Nguyễn Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ","5","4",50,10,5,80
"8008","Đường Hàng Cháo, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà ngõ, hẻm","Đã có sổ","7","4",20,4,5,115
"8009","Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Kim Giang","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,71.19
"8010","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","6","4",36,6,6,88.57
"8011","Đường Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ","3","9",121.8,21,5.8,115
"8012","Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ","6","3",36,9,4,121.43
"8014","Đường Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đã có sổ","3","2",24,6,4,74
