"","Ngày","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"8390",2021-06-05,"Đường Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà mặt phố, mặt tiền","Đã có sổ",6,"5 phòng","55 m²","9 m","6 m","150,91 triệu/m²"
"8391",2021-06-05,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà mặt phố, mặt tiền","Đã có sổ",7,"4 phòng","30 m²","6 m","5 m","263,33 triệu/m²"
"8392",2021-06-05,"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà mặt phố, mặt tiền","Đã có sổ",6,"10 phòng","100 m²","14 m","7 m","350 triệu/m²"
"8393",2021-06-05,"Đường Kim Giang, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Thanh Trì","Nhà ngõ, hẻm","Đã có sổ",4,"2 phòng","33 m²","10 m","3.3 m","66,67 triệu/m²"
"8394",2021-06-05,"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","30 m²","8 m","4 m","50 triệu/m²"
"8395",2021-06-05,"Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","45 m²","11 m","4 m","78,89 triệu/m²"
"8396",2021-06-05,"198/2, Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 1","Nhà ngõ, hẻm","Đã có sổ",2,"2 phòng","57 m²","8 m","5 m","85,96 triệu/m²"
"8397",2021-06-05,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ",2,"2 phòng","52 m²","10 m","5 m","55,77 triệu/m²"
"8398",2021-06-05,"229.1, phó yen hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","35 m²","5 m","6 m","102,86 triệu/m²"
"8399",2021-06-05,"Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà mặt phố, mặt tiền","Đã có sổ",4,"3 phòng","33 m²","6.6 m","5 m","39,39 triệu/m²"
"8400",2021-06-05,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","35 m²","9 m","4 m","83,14 triệu/m²"
"8401",2021-06-05,"Đường Hoàng Mai, Phường Mai Động, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Mai Động","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","48 m²","12 m","4 m","76,04 triệu/m²"
"8402",2021-06-05,"12, Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",1,"2 phòng","25 m²","6 m","4 m","76 triệu/m²"
"8403",2021-06-05,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","48 m²","10 m","4 m","59,38 triệu/m²"
"8404",2021-06-05,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Vạn Phúc","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","35 m²","10 m","3 m","80 triệu/m²"
"8405",2021-06-05,"Đường Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Phú Thượng","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","12.5 m","4 m","106 triệu/m²"
"8406",2021-06-05,"Đường Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",4,"2 phòng","22 m²","6 m","3 m","88,64 triệu/m²"
"8407",2021-06-05,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","32 m²","10.3 m","3.1 m","68,75 triệu/m²"
"8408",2021-06-05,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",3,"6 phòng","100 m²","29 m","3 m","58 triệu/m²"
"8409",2021-06-05,"1a, Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà phố liền kề","Đã có sổ",5,"3 phòng","31 m²","10 m","3 m","90,32 triệu/m²"
"8410",2021-06-05,"281, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","52 m²","13 m","3.8 m","86,54 triệu/m²"
"8411",2021-06-05,"Đường Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà mặt phố, mặt tiền","Đã có sổ",4,"5 phòng","54 m²","12 m","4 m","107,41 triệu/m²"
"8412",2021-06-05,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",6,"6 phòng","50 m²","10 m","5 m","94 triệu/m²"
"8413",2021-06-05,"Đường Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ",1,"2 phòng","55 m²","11 m","5 m","46,36 triệu/m²"
"8414",2021-06-05,"Đường Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","45 m²","8 m","6.5 m","101,11 triệu/m²"
"8415",2021-06-05,"Đường Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Tự","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","36 m²","9 m","4 m","108,06 triệu/m²"
"8416",2021-06-05,"Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","10 m","4 m","105 triệu/m²"
"8417",2021-06-05,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Giấy tờ khác",5,"6 phòng","40 m²","10 m","4 m","112,5 triệu/m²"
"8418",2021-06-05,"Đường Đội Cấn, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","52 m²","13 m","4 m","91,35 triệu/m²"
"8420",2021-06-05,"Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà mặt phố, mặt tiền","Đã có sổ",7,"6 phòng","50 m²","12.5 m","4 m","126 triệu/m²"
"8421",2021-06-05,"Đường Đào Tấn, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","57 m²","5.7 m","10 m","140 triệu/m²"
"8422",2021-06-05,"Đường Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà mặt phố, mặt tiền","Đã có sổ",6,"8 phòng","70 m²","12 m","6 m","155,71 triệu/m²"
"8423",2021-06-05,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","39 m²","11 m","3 m","87,18 triệu/m²"
"8424",2021-06-05,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Phú Diễn","Nhà mặt phố, mặt tiền","Đã có sổ",6,"8 phòng","70 m²","17 m","4 m","178,57 triệu/m²"
"8425",2021-06-05,"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","42 m²","5 m","8 m","94,76 triệu/m²"
"8426",2021-06-05,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","30 m²","5 m","6 m","113,33 triệu/m²"
"8427",2021-06-05,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","45 m²","11 m","4 m","93,33 triệu/m²"
"8428",2021-06-05,"Đường Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","50 m²","12 m","4 m","126 triệu/m²"
"8429",2021-06-05,"1, Ngô Đình Mẫn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà mặt phố, mặt tiền","Đã có sổ",6,"6 phòng","50 m²","12.5 m","4 m","120 triệu/m²"
"8430",2021-06-05,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Dương Nội","Nhà phố liền kề","Giấy tờ khác",4,"6 phòng","135 m²","22 m","6 m","44,04 triệu/m²"
"8431",2021-06-05,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",6,"5 phòng","45 m²","10 m","4 m","115,56 triệu/m²"
"8432",2021-06-05,"16, Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","40 m²","11 m","3 m","87,5 triệu/m²"
"8433",2021-06-05,"Đường Cầu Giấy, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","60 m²","13.3 m","4.5 m","166,67 triệu/m²"
"8434",2021-06-05,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","45 m²","11 m","4 m","81,11 triệu/m²"
"8435",2021-06-05,"Đường Bạch Mai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bách Khoa","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","40 m²","11 m","4 m","142,5 triệu/m²"
"8436",2021-06-05,"19, Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","33 m²","6 m","5 m","71,21 triệu/m²"
"8437",2021-06-05,"Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ",4,"5 phòng","32 m²","10 m","32 m","54,06 triệu/m²"
"8438",2021-06-05,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khâm Thiên","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","38 m²","8 m","4 m","50 triệu/m²"
"8439",2021-06-05,"SN 8, ngõ 63/5/1, Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Phú Thượng","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","118 m²","10 m","2 m","23,31 triệu/m²"
"8440",2021-06-05,"Đường Lê Trọng Tấn||663, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","10 m","5 m","90 triệu/m²"
"8441",2021-06-05,"Đường Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Quỳnh Lôi","Nhà ngõ, hẻm","Đã có sổ",1,"1 phòng","42 m²","10 m","3 m","66,67 triệu/m²"
"8442",2021-06-05,"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","48 m²","9.5 m","5 m","93.750 đ/m²"
"8443",2021-06-05,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","34 m²","8 m","4 m","98,53 triệu/m²"
"8444",2021-06-05,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 2","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","40 m²","6 m","6 m","63,75 triệu/m²"
"8445",2021-06-05,"nguyễn khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","36 m²","13 m","4 m","91,67 triệu/m²"
"8446",2021-06-05,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","40 m²","10 m","4 m","70 triệu/m²"
"8447",2021-06-05,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","35 m²","5 m","7 m","91,43 triệu/m²"
"8448",2021-06-05,"Đường Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","35 m²","4 m","8 m","67,14 triệu/m²"
"8449",2021-06-05,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","34 m²","9 m","3 m","94,12 triệu/m²"
"8450",2021-06-05,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","36 m²","9 m","4 m","61,11 triệu/m²"
"8451",2021-06-05,"Đường Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","65 m²","13 m","5 m","80 triệu/m²"
"8452",2021-06-05,"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khương Thượng","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","60 m²","13 m","4.6 m","61,67 triệu/m²"
"8453",2021-06-05,"68, Đường Hà Cầu, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","41 m²","9 m","4 m","80,49 triệu/m²"
"8454",2021-06-05,"356, Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khương Thượng","Nhà mặt phố, mặt tiền","Đã có sổ",6,"5 phòng","34 m²","8 m","4.5 m","88,24 triệu/m²"
"8455",2021-06-05,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","38 m²","12 m","4 m","92,11 triệu/m²"
"8456",2021-06-05,"Đường Mai Hắc Đế, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Phố Huế","Nhà mặt phố, mặt tiền","Đã có sổ",2,"4 phòng","55 m²","12 m","4.5 m","454,55 triệu/m²"
"8457",2021-06-05,"Đường Trương Công Định, Phường Yết Kiêu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yết Kiêu","Nhà mặt phố, mặt tiền","Đã có sổ",3,"3 phòng","40 m²","12 m","3.3 m","112,5 triệu/m²"
"8458",2021-06-05,"Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Tứ Liên","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","50 m²","11 m","4 m","80 triệu/m²"
"8459",2021-06-05,"664, Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","47 m²","10 m","4 m","106,38 triệu/m²"
"8460",2021-06-05,"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","43 m²","11 m","3 m","90,7 triệu/m²"
"8462",2021-06-05,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","41 m²","7 m","5 m","163,41 triệu/m²"
"8463",2021-06-05,"Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","36 m²","12 m","3 m","9,72 triệu/m²"
"8464",2021-06-05,"105, Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","34 m²","12 m","3 m","104,41 triệu/m²"
"8465",2021-06-05,"Đường Trịnh Công Sơn, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Nhật Tân","Nhà ngõ, hẻm","Đã có sổ",4,"6 phòng","46 m²","9 m","5 m","108,7 triệu/m²"
"8466",2021-06-05,"221, Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","50 m²","11 m","4 m","100 triệu/m²"
"8467",2021-06-05,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","36 m²","12 m","3.3 m","197,22 triệu/m²"
"8468",2021-06-05,"Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","43 m²","10 m","4 m","146,51 triệu/m²"
"8469",2021-06-05,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","47 m²","12 m","4 m","78,72 triệu/m²"
"8470",2021-06-05,"19/11, Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","31 m²","11.2 m","2.8 m","164,52 triệu/m²"
"8471",2021-06-05,"Đường Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","40 m²","10 m","4 m","103,75 triệu/m²"
"8472",2021-06-05,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","36 m²","9 m","4 m","134,72 triệu/m²"
"8473",2021-06-05,"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","38 m²","11 m","35 m","78,95 triệu/m²"
"8474",2021-06-05,"Đường Lâm Du, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","36 m²","9 m","4 m","86,11 triệu/m²"
"8475",2021-06-05,"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","40 m²","8 m","5 m","135 triệu/m²"
"8476",2021-06-05,"Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","36 m²","10 m","5 m","127,78 triệu/m²"
"8477",2021-06-05,"Đường Đỗ Quang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","50 m²","12 m","4 m","163,8 triệu/m²"
"8478",2021-06-05,"Ngõ 88, Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Dương Nội","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","34 m²","7 m","4 m","54,12 triệu/m²"
"8479",2021-06-05,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","55 m²","11 m","4 m","93,64 triệu/m²"
"8480",2021-06-05,"Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","42 m²","11 m","3 m","141,67 triệu/m²"
"8481",2021-06-05,"5, Đường Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","59 m²","15 m","4 m","147,46 triệu/m²"
"8482",2021-06-05,"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thạch Bàn","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","36 m²","10 m","3 m","74,44 triệu/m²"
"8483",2021-06-05,"99, Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","73 m²","17 m","5 m","136,99 triệu/m²"
"8484",2021-06-05,"Đường Hà Trì 2, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","53 m²","10 m","8 m","65,09 triệu/m²"
"8485",2021-06-05,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","50 m²","15 m","4 m","180 triệu/m²"
"8486",2021-06-05,"45, Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","35 m²","7 m","5 m","74,29 triệu/m²"
"8487",2021-06-05,"Đường Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","27 m²","9 m","3 m","92,59 triệu/m²"
"8488",2021-06-05,"5, Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Cầu Dền","Nhà mặt phố, mặt tiền","Đã có sổ",3,"3 phòng","30 m²","12 m","5 m","316,67 triệu/m²"
"8489",2021-06-05,"Đường Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà biệt thự","Đã có sổ",10,"nhiều hơn 10 phòng","102 m²","10.2 m","10 m","264,71 triệu/m²"
"8490",2021-06-05,"Đường Ngõ Quỳnh, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Quỳnh Lôi","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","22 m²","7 m","3 m","88,64 triệu/m²"
"8491",2021-06-05,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","56 m²","12 m","4 m","151,61 triệu/m²"
"8492",2021-06-05,"Đường Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Vĩnh Hưng","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","32 m²","10 m","3 m","70,31 triệu/m²"
"8493",2021-06-05,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Đức Giang","Nhà ngõ, hẻm","Đã có sổ",2,"3 phòng","92 m²","23 m","4 m","63,04 triệu/m²"
"8494",2021-06-05,"10, Đường Hoàng Mai, Phường Trần Phú, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Trần Phú","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","56 m²","16.5 m","3.5 m","62,5 triệu/m²"
"8495",2021-06-05,"Đường Khương Hạ, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Hạ Đình","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","55 m²","14 m","4 m","72,73 triệu/m²"
